编号	设计类型	开启	名称	描述	头像	全身像	卡牌形象	序列帧	星级	品质	等级	类别	类型	生命	攻击	攻速	攻距Min	攻距	速度	人口	生命up	攻击up	技能名称	普通攻击	技能攻击	技能攻击2	技能攻击3	技能CD	普通攻击伤害系数	技能1伤害系数	技能2伤害系数	技能3伤害系数	技能图标	技能品质	长度	宽度	是否能转生	升星等级	获取方式	资质	仇恨范围X(单位：格子)	仇恨范围Y(单位：格子)					
5322	279	1	周鲂	无	5153	5153	5153	5153	1	3	1	2	2	27816	3611	100	0	1	300	10	3414	150	初级大地狂啸	55477	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5323	280	1	朱桓	无	5155	5155	5155	5155	1	3	1	2	2	27943	3190	100	0	1	300	10	2797	190	初级天罡拳	55478	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5324	281	1	朱据	无	5155	5155	5155	5155	1	3	1	2	2	29938	3213	100	0	1	300	10	3237	172	初级冰天雪地	55479	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5325	282	1	荀顗	无	5147	5147	5147	5147	1	3	1	2	3	29013	3856	50	0	12	300	10	2764	277	初级漫天花舞	55480	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5326	283	1	荀勗	无	5147	5147	5147	5147	1	3	1	2	3	35371	2346	50	0	12	300	10	2566	208	初级大地狂啸	55481	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5327	284	1	锺毓	无	5149	5149	5149	5149	1	3	1	2	2	23628	3603	100	0	1	300	10	2586	192	初级天罡拳	55482	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5328	285	1	秦宓	无	5149	5149	5149	5149	1	3	1	2	2	35982	3658	100	0	1	300	10	3108	193	初级冰天雪地	55483	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5329	286	1	蒋幹	无	5151	5151	5151	5151	1	3	1	2	1	28269	3270	100	0	2	300	10	2516	225	初级漫天花舞	55484	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5330	287	1	蒋济	无	5151	5151	5151	5151	1	3	1	2	1	23446	2817	100	0	2	300	10	2613	291	初级大地狂啸	55485	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5331	288	1	谯周	无	5153	5153	5153	5153	1	3	1	2	2	33679	2920	100	0	1	300	10	2692	171	初级天罡拳	55486	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5332	289	1	蒋舒	无	5153	5153	5153	5153	1	3	1	2	2	31357	3589	100	0	1	300	10	2268	217	初级冰天雪地	55487	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5333	290	1	焦触	无	5155	5155	5155	5155	1	3	1	2	2	33471	2722	100	0	1	300	10	2656	177	初级漫天花舞	55488	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5334	291	1	向宠	无	5155	5155	5155	5155	1	3	1	2	2	34329	2827	100	0	1	300	10	3427	138	初级大地狂啸	55489	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5335	292	1	邵悌	无	5147	5147	5147	5147	1	3	1	2	3	24571	3927	50	0	12	300	10	2229	237	初级天罡拳	55490	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5336	293	1	锺離牧	无	5147	5147	5147	5147	1	3	1	2	3	25966	2794	50	0	12	300	10	3039	228	初级冰天雪地	55491	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5337	294	1	向朗	无	5149	5149	5149	5149	1	3	1	2	2	23215	3543	100	0	1	300	10	3147	145	初级漫天花舞	55492	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5338	295	1	徐质	无	5149	5149	5149	5149	1	3	1	2	2	26821	3718	100	0	1	300	10	2887	165	初级大地狂啸	55493	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5339	296	1	徐邈	无	5151	5151	5151	5151	1	3	1	2	1	25717	3570	100	0	2	300	10	2821	184	初级天罡拳	55494	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5340	297	1	沈莹	无	5151	5151	5151	5151	1	3	1	2	1	27102	2695	100	0	2	300	10	2818	208	初级冰天雪地	55495	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5341	298	1	申仪	无	5153	5153	5153	5153	1	3	1	2	2	24804	3817	100	0	1	300	10	2643	205	初级漫天花舞	55496	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5342	299	1	岑昏	无	5153	5153	5153	5153	1	3	1	2	2	23031	3333	100	0	1	300	10	2359	204	初级大地狂啸	55497	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5343	300	1	申耽	无	5155	5155	5155	5155	1	3	1	2	2	32788	2827	100	0	1	300	10	2877	210	初级天罡拳	55498	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5344	301	1	张南	无	5086	5086	5086	5086	1	3	1	2	1	31653	3762	100	0	2	300	10	2880	268	初级冰天雪地	55499	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5345	302	1	张布	无	5086	5086	5086	5086	1	3	1	2	1	24976	2949	100	0	2	300	10	2746	286	初级漫天花舞	55500	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5346	303	1	张翼	无	5088	5088	5088	5088	1	3	1	2	3	28888	2965	50	0	12	300	10	3459	228	初级大地狂啸	55501	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5347	304	1	赵累	无	5088	5088	5088	5088	1	3	1	2	3	35368	3622	50	0	12	300	10	2437	234	初级天罡拳	55502	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5348	305	1	陈矫	无	5090	5090	5090	5090	1	3	1	2	3	28248	2520	50	0	12	300	10	2761	253	初级冰天雪地	55503	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5349	306	1	陈骞	无	5090	5090	5090	5090	1	3	1	2	3	30690	2646	50	0	12	300	10	3726	163	初级漫天花舞	55504	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5350	307	1	陈寿	无	5092	5092	5092	5092	1	3	1	2	2	35296	2728	100	0	1	300	10	2701	252	初级大地狂啸	55505	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5351	308	1	陈式	无	5092	5092	5092	5092	1	3	1	2	2	33949	3135	100	0	1	300	10	3597	208	初级天罡拳	55506	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5352	309	1	陈震	无	5094	5094	5094	5094	1	3	1	2	3	31725	2550	50	0	12	300	10	3483	223	初级冰天雪地	55507	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5353	310	1	陈到	无	5094	5094	5094	5094	1	3	1	2	3	30693	3408	50	0	12	300	10	3043	277	初级漫天花舞	55508	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5354	311	1	陈表	无	5086	5086	5086	5086	1	3	1	2	1	32512	3609	100	0	2	300	10	2806	228	初级大地狂啸	55509	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5355	312	1	陈武	无	5086	5086	5086	5086	1	3	1	2	1	24367	3135	100	0	2	300	10	2965	268	初级天罡拳	55510	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5356	313	1	丁仪	无	5088	5088	5088	5088	1	3	1	2	3	33588	3718	50	0	12	300	10	2670	282	初级冰天雪地	55511	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5357	314	1	程秉	无	5088	5088	5088	5088	1	3	1	2	3	26263	2379	50	0	12	300	10	2710	243	初级漫天花舞	55512	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5358	315	1	丁丰	无	5090	5090	5090	5090	1	3	1	2	3	31471	2640	50	0	12	300	10	2958	256	初级大地狂啸	55513	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5359	316	1	丁封	无	5090	5090	5090	5090	1	3	1	2	3	30354	3576	50	0	12	300	10	3108	291	初级天罡拳	55514	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5360	317	1	滕胤	无	5092	5092	5092	5092	1	3	1	2	2	27309	3498	100	0	1	300	10	3160	157	初级冰天雪地	55515	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5361	318	1	蔡卓	无	5092	5092	5092	5092	1	3	1	2	2	38316	4271	100	0	1	300	10	3270	171	初级漫天花舞	55516	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5362	319	1	董和	无	5094	5094	5094	5094	1	3	1	2	3	33379	2415	50	0	12	300	10	2979	288	初级大地狂啸	55517	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5363	320	1	董厥	无	5094	5094	5094	5094	1	3	1	2	3	33886	3102	50	0	12	300	10	3708	283	初级天罡拳	55518	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5364	321	1	邓贤	无	5086	5086	5086	5086	1	3	1	2	1	26418	3028	100	0	2	300	10	2892	226	初级冰天雪地	55519	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5365	322	1	董袭	无	5086	5086	5086	5086	1	3	1	2	1	39348	2961	100	0	2	300	10	2451	225	初级漫天花舞	55520	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5366	323	1	滕脩	无	5088	5088	5088	5088	1	3	1	2	3	35610	3702	50	0	12	300	10	3531	249	初级大地狂啸	55521	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5367	324	1	陶濬	无	5088	5088	5088	5088	1	3	1	2	3	34336	2923	50	0	12	300	10	3339	261	初级天罡拳	55522	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5368	325	1	董彦	无	5090	5090	5090	5090	1	3	1	2	3	34057	3111	50	0	12	300	10	3703	276	初级冰天雪地	55523	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5369	326	1	董朝	无	5090	5090	5090	5090	1	3	1	2	3	27387	2379	50	0	12	300	10	3664	258	初级漫天花舞	55524	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5370	327	1	唐彬	无	5092	5092	5092	5092	1	3	1	2	2	33999	3762	100	0	1	300	10	2412	223	初级大地狂啸	55525	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5371	328	1	杜畿	无	5092	5092	5092	5092	1	3	1	2	2	27420	3372	100	0	1	300	10	3598	186	初级天罡拳	55526	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5372	329	1	甯随	无	5094	5094	5094	5094	1	3	1	2	3	24421	3520	50	0	12	300	10	2499	286	初级冰天雪地	55527	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5373	330	1	裴秀	无	5094	5094	5094	5094	1	3	1	2	3	31251	3666	50	0	12	300	10	2508	223	初级漫天花舞	55528	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5374	331	1	马钧	无	5086	5086	5086	5086	1	3	1	2	1	23437	2860	100	0	2	300	10	2895	252	初级大地狂啸	55529	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5375	332	1	马遵	无	5086	5086	5086	5086	1	3	1	2	1	28497	2329	100	0	2	300	10	2896	283	初级天罡拳	55530	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5376	333	1	张紘	无	5088	5088	5088	5088	1	3	1	2	3	35799	3685	50	0	12	300	10	2806	249	初级冰天雪地	55531	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5377	334	1	张昭	无	5088	5088	5088	5088	1	3	1	2	3	26016	3460	50	0	12	300	10	3043	208	初级漫天花舞	55532	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5378	335	1	马邈	无	5090	5090	5090	5090	1	3	1	2	3	27426	3589	50	0	12	300	10	2250	217	初级大地狂啸	55533	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5379	336	1	万彧	无	5090	5090	5090	5090	1	3	1	2	3	26430	2569	50	0	12	300	10	2404	204	初级天罡拳	55534	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5380	337	1	樊建	无	5092	5092	5092	5092	1	3	1	2	2	27403	3895	100	0	1	300	10	3416	174	初级冰天雪地	55535	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5381	338	1	潘濬	无	5092	5092	5092	5092	1	3	1	2	2	33250	3157	100	0	1	300	10	3217	208	初级漫天花舞	55536	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5382	339	1	潘璋	无	5094	5094	5094	5094	1	3	1	2	3	35079	3303	50	0	12	300	10	3114	238	初级大地狂啸	55537	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5383	340	1	费禕	无	5094	5094	5094	5094	1	3	1	2	3	28779	3061	50	0	12	300	10	2455	223	初级天罡拳	55538	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5384	341	1	费诗	无	5086	5086	5086	5086	1	3	1	2	1	36441	4069	100	0	2	300	10	2469	257	初级冰天雪地	55539	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5385	342	1	费耀	无	5086	5086	5086	5086	1	3	1	2	1	28863	3609	100	0	2	300	10	1930	276	初级漫天花舞	55540	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5386	343	1	冯宇	无	5088	5088	5088	5088	1	3	1	2	3	29572	3273	50	0	12	300	10	2602	286	初级大地狂啸	55541	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5387	344	1	傅嘏	无	5088	5088	5088	5088	1	3	1	2	3	36316	4033	50	0	12	300	10	2739	212	初级天罡拳	55542	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5388	345	1	傅士仁	无	5090	5090	5090	5090	1	3	1	2	3	34098	2415	50	0	12	300	10	3027	288	初级冰天雪地	55543	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5389	346	1	傅佥	无	5090	5090	5090	5090	1	3	1	2	3	27264	2962	50	0	12	300	10	2706	273	初级漫天花舞	55544	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5390	347	1	傅巽	无	5092	5092	5092	5092	1	3	1	2	2	22944	3031	100	0	1	300	10	3058	202	初级大地狂啸	55545	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5391	348	1	傅彤	无	5092	5092	5092	5092	1	3	1	2	2	33991	4573	100	0	1	300	10	3063	174	初级天罡拳	55546	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5392	349	1	方悦	无	5094	5094	5094	5094	1	3	1	2	3	22831	3850	50	0	12	300	10	3481	183	初级冰天雪地	55547	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5393	350	1	兴仁	无	5094	5094	5094	5094	1	3	1	2	3	23793	2668	50	0	12	300	10	2899	223	初级漫天花舞	55548	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5394	351	1	步协	无	5086	5086	5086	5086	1	3	1	2	1	34596	3652	100	0	2	300	10	2629	277	初级大地狂啸	55549	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5395	352	1	濮阳兴	无	5086	5086	5086	5086	1	3	1	2	1	32328	2866	100	0	2	300	10	2856	207	初级天罡拳	55550	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5396	353	1	步骘	无	5088	5088	5088	5088	1	3	1	2	3	27624	2880	50	0	12	300	10	2635	211	初级冰天雪地	55551	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5397	354	1	步阐	无	5088	5088	5088	5088	1	3	1	2	3	22614	3523	50	0	12	300	10	3019	249	初级漫天花舞	55552	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5398	355	1	毛玠	无	5090	5090	5090	5090	1	3	1	2	3	34132	3438	50	0	12	300	10	3058	199	初级大地狂啸	55553	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5399	356	1	孟宗	无	5090	5090	5090	5090	1	3	1	2	3	36214	3922	50	0	12	300	10	3217	291	初级天罡拳	55554	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5400	357	1	杨懷	无	5092	5092	5092	5092	1	3	1	2	2	27765	3141	100	0	1	300	10	3604	217	初级冰天雪地	55555	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5401	358	1	杨仪	无	5092	5092	5092	5092	1	3	1	2	2	33504	3550	100	0	1	300	10	3688	189	初级漫天花舞	55556	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5402	359	1	杨济	无	5094	5094	5094	5094	1	3	1	2	3	32113	2959	50	0	12	300	10	2613	177	初级大地狂啸	55557	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5403	360	1	杨修	无	5094	5094	5094	5094	1	3	1	2	3	34594	2517	50	0	12	300	10	3637	232	初级天罡拳	55558	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5404	361	1	杨肇	无	5092	5092	5092	5092	1	3	1	2	2	26962	2937	100	0	1	300	10	3051	221	初级冰天雪地	55559	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5405	362	1	杨阜	无	5147	5147	5147	5147	1	3	1	2	3	26644	3583	50	0	12	300	10	2562	264	初级漫天花舞	55560	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5406	363	1	杨奉	无	5147	5147	5147	5147	1	3	1	2	3	26823	3229	50	0	12	300	10	2824	256	初级大地狂啸	55561	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5407	364	1	雷铜	无	5149	5149	5149	5149	1	3	1	2	2	30183	3526	100	0	1	300	10	2367	201	初级天罡拳	55562	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5408	365	1	骆统	无	5149	5149	5149	5149	1	3	1	2	2	32416	3025	100	0	1	300	10	2469	217	初级冰天雪地	55563	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5409	366	1	罗宪	无	5151	5151	5151	5151	1	3	1	2	1	39410	4695	100	0	2	300	10	3035	287	初级漫天花舞	55564	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5410	367	1	李異	无	5151	5151	5151	5151	1	3	1	2	1	34701	3556	100	0	2	300	10	2725	256	初级大地狂啸	55565	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5411	368	1	李恢	无	5153	5153	5153	5153	1	3	1	2	2	28086	3781	100	0	1	300	10	2296	205	初级天罡拳	55566	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5412	369	1	陆凯	无	5153	5153	5153	5153	1	3	1	2	2	26130	2689	100	0	1	300	10	3495	217	初级冰天雪地	55567	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5413	370	1	陆绩	无	5155	5155	5155	5155	1	3	1	2	2	36160	2874	100	0	1	300	10	2380	190	初级漫天花舞	55568	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5414	371	1	李严	无	5155	5155	5155	5155	1	3	1	2	2	29446	2910	100	0	1	300	10	2517	222	初级大地狂啸	55569	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5415	372	1	李勝	无	5147	5147	5147	5147	1	3	1	2	3	22648	2706	50	0	12	300	10	3009	228	初级天罡拳	55570	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5416	373	1	李通	无	5147	5147	5147	5147	1	3	1	2	3	37023	3229	50	0	12	300	10	2250	232	初级冰天雪地	55571	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5417	374	1	李孚	无	5149	5149	5149	5149	1	3	1	2	2	31815	3642	100	0	1	300	10	3499	153	初级漫天花舞	55572	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5418	375	1	李豐	无	5149	5149	5149	5149	1	3	1	2	2	29919	3490	100	0	1	300	10	2584	204	初级大地狂啸	55573	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5419	376	1	留赞	无	5151	5151	5151	5151	1	3	1	2	1	40570	3451	100	0	2	300	10	2034	243	初级天罡拳	55574	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5420	377	1	刘劭	无	5151	5151	5151	5151	1	3	1	2	1	27670	3520	100	0	2	300	10	2896	207	初级冰天雪地	55575	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5421	378	1	刘丞	无	5153	5153	5153	5153	1	3	1	2	2	42305	3261	100	0	1	300	10	3589	165	初级漫天花舞	55576	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5422	379	1	刘巴	无	5153	5153	5153	5153	1	3	1	2	2	27816	3611	100	0	1	300	10	3414	150	初级大地狂啸	55577	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5423	380	1	刘馥	无	5155	5155	5155	5155	1	3	1	2	2	27943	3190	100	0	1	300	10	2797	190	初级天罡拳	55578	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5424	381	1	留平	无	5155	5155	5155	5155	1	3	1	2	2	29938	3213	100	0	1	300	10	3237	172	初级冰天雪地	55579	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5425	382	1	刘晔	无	5147	5147	5147	5147	1	3	1	2	3	29013	3856	50	0	12	300	10	2764	277	初级漫天花舞	55580	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5426	383	1	留略	无	5147	5147	5147	5147	1	3	1	2	3	35371	2346	50	0	12	300	10	2566	208	初级大地狂啸	55581	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5427	384	1	梁习	无	5149	5149	5149	5149	1	3	1	2	2	23628	3603	100	0	1	300	10	2586	192	初级天罡拳	55582	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5428	385	1	梁绪	无	5149	5149	5149	5149	1	3	1	2	2	35982	3658	100	0	1	300	10	3108	193	初级冰天雪地	55583	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5429	386	1	廖立	无	5151	5151	5151	5151	1	3	1	2	1	28269	3270	100	0	2	300	10	2516	225	初级漫天花舞	55584	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5430	387	1	吕凯	无	5151	5151	5151	5151	1	3	1	2	1	23446	2817	100	0	2	300	10	2613	291	初级大地狂啸	55585	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5431	388	1	吕据	无	5153	5153	5153	5153	1	3	1	2	2	33679	2920	100	0	1	300	10	2692	171	初级天罡拳	55586	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5432	389	1	吕虔	无	5153	5153	5153	5153	1	3	1	2	2	31357	3589	100	0	1	300	10	2268	217	初级冰天雪地	55587	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5433	390	1	吕岱	无	5155	5155	5155	5155	1	3	1	2	2	33471	2722	100	0	1	300	10	2656	177	初级漫天花舞	55588	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5434	391	1	吕範	无	5155	5155	5155	5155	1	3	1	2	2	34329	2827	100	0	1	300	10	3427	138	初级大地狂啸	55589	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5435	392	1	冷苞	无	5147	5147	5147	5147	1	3	1	2	3	24571	3927	50	0	12	300	10	2229	237	初级天罡拳	55590	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5436	393	1	娄圭	无	5147	5147	5147	5147	1	3	1	2	3	25966	2794	50	0	12	300	10	3039	228	初级冰天雪地	55591	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5437	394	1	楼玄	无	5149	5149	5149	5149	1	3	1	2	2	23215	3543	100	0	1	300	10	3147	145	初级漫天花舞	55592	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5438	395	1	张温	无	5149	5149	5149	5149	1	3	1	2	2	26821	3718	100	0	1	300	10	2887	165	初级大地狂啸	55593	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5439	396	1	张华	无	5151	5151	5151	5151	1	3	1	2	1	25717	3570	100	0	2	300	10	2821	184	初级天罡拳	55594	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5440	397	1	张既	无	5151	5151	5151	5151	1	3	1	2	1	27102	2695	100	0	2	300	10	2818	208	初级冰天雪地	55595	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5441	398	1	张休	无	5153	5153	5153	5153	1	3	1	2	2	24804	3817	100	0	1	300	10	2643	205	初级漫天花舞	55596	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5442	399	1	张球	无	5153	5153	5153	5153	1	3	1	2	2	23031	3333	100	0	1	300	10	2359	204	初级大地狂啸	55597	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5443	400	1	张嶷	无	5155	5155	5155	5155	1	3	1	2	2	32788	2827	100	0	1	300	10	2877	210	初级天罡拳	55598	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	4	15	5					
5444	401	1	法正	无	5444	5444	5444	5444	1	3	1	2	1	28242	2880	100	0	2	300	10	2262	195	中级凤舞翔	55599	60001	60002	0	22	100	60	70	0	60004	1	2	1	3	0	招募	5	15	5					
5445	402	1	陈登	无	5444	5444	5444	5444	1	3	1	2	1	22617	2584	100	0	2	300	10	2646	213	中级漫天花舞	55600	60010	60011	0	24	100	100	160	0	60004	1	2	1	3	0	招募	5	15	5					
5446	403	1	阚泽	无	5444	5444	5444	5444	1	3	1	2	1	33308	2658	100	0	2	300	10	2864	223	中级大地狂啸	55601	60013	60014	0	24	100	100	100	0	60004	1	2	1	3	0	招募	5	15	5					
5447	404	1	蒯越	无	5444	5444	5444	5444	1	3	1	2	1	35350	2924	100	0	2	300	10	2816	186	中级天罡拳	55602	60016	60017	0	20	100	60	70	0	60004	1	2	1	3	0	招募	5	15	5					
5448	405	1	锺繇	无	5444	5444	5444	5444	1	3	1	2	1	25724	2932	100	0	2	300	10	2437	192	中级冰天雪地	55603	60007	60008	0	28	100	100	160	0	60004	1	2	1	3	0	招募	5	15	5					
