关卡排序,编号ID,序号,等级段,名称,大关类,类型,对话,描述,体力,城堡血量,过关奖励ID,未过关奖励ID,解锁兵种,背景,出兵序列,章节图,pvp,对白回合1,对白回合2,对白回合1ID,对白回合2ID
65,1065,5,19,下邳-5,7,1,0,下邳 北海攻略第4关,1,56650,52065,52665,0,7,"(10078,14,3)(10057,20,23)(10116,17,2)(10116,11,4)(10057,8,18)(10078,14,3)(10057,20,23)[(5596,30,1),(10116,17,8)][(5578,30,1),(10116,11,8)][(5572,22,2),(10057,8,41)](10078,14,8)(10057,20,41)(10116,17,2)(10116,11,4)(10057,8,23)(10078,14,3)(10057,20,23)(10116,17,2)(10116,11,4)(10057,11,18)",2,0,0,0,0,0
66,1066,6,19,下邳-6,7,2,0,下邳 北海攻略第4关,1,193347,52066,52666,0,7,"(10066,21,1)(10108,29,14)(10057,25,17)(10057,17,10)(10066,13,3)(10066,21,1)(10108,29,14)(10057,25,17)(10057,17,10)(10066,13,3)(10066,21,1)(10108,29,14)(10057,25,17)(10057,17,10)(10066,13,6)(10066,21,6)(10108,29,31)(10057,25,31)(10057,17,24)(10066,17,5)",2,0,0,0,0,0
67,1067,7,20,下邳-7,7,1,0,下邳 北海攻略第4关,1,74770,52067,52667,0,7,"(10022,22,2)(10022,31,3)(10078,26,1)(10127,18,2)(10078,13,2)(10022,22,2)(10022,31,3)(10078,26,5)(10127,18,5)(10078,13,5)(10022,22,5)(10022,31,5)(10078,26,1)(10127,18,2)(10078,13,3)(10022,22,2)(10022,31,3)(10078,26,1)(10127,18,2)(10078,18,2)",2,0,0,0,0,0
68,1068,8,20,下邳-8,7,1,0,下邳 北海攻略第4关,1,25378,52068,52668,0,7,"[(5568,37,1),(10002,17,35)][(5551,22,3),(10002,24,35)][(5557,37,1),(10022,20,7)](10011,14,7)(10116,10,3)(10002,17,12)(10002,24,15)(10022,20,4)(10011,14,3)(10116,10,2)(10002,17,15)(10002,24,19)(10022,20,3)(10011,14,2)(10116,10,3)(10002,17,19)(10002,24,15)(10022,20,2)(10011,14,3)(10116,14,4)",2,0,0,0,0,0
69,1069,9,20,下邳-9,7,2,0,下邳 北海攻略第4关,1,25378,52069,52669,0,7,"(10057,17,43)(10066,24,9)(10002,20,43)(10116,14,9)(10002,10,19)(10057,17,14)(10066,24,4)(10002,20,24)(10116,14,4)(10002,10,14)(10057,17,19)(10066,24,5)(10002,20,19)(10116,14,3)(10002,10,19)(10057,17,24)(10066,24,4)(10002,20,14)(10116,14,4)(10002,14,24)",2,0,0,0,0,0
70,1070,10,20,下邳-10,7,3,0,下邳 北海攻略第4关,1,0,52070,52670,0,7,,2,70,0,0,0,0
71,1071,1,21,乌江-1,8,1,0,乌江 玉玺之争第1关,1,29908,52071,52671,10031,8,"(10003,22,28)(10127,31,6)(10031,26,3)(10003,18,28)(10003,13,12)(10003,22,9)(10127,31,2)(10031,26,2)(10003,18,12)(10003,13,9)(10003,22,12)(10127,31,3)(10031,26,1)(10003,18,9)(10003,13,12)(10003,22,15)(10127,31,2)(10031,26,1)(10003,18,12)(10003,18,15)",3,0,0,0,0,0
72,1072,2,21,乌江-2,8,1,0,乌江 玉玺之争第1关,1,43807,52072,52672,0,8,"(10058,18,16)(10031,25,2)(10058,22,20)(10116,14,3)(10058,11,24)(10058,18,16)(10031,25,2)(10058,22,20)(10116,14,3)(10058,11,24)(10058,18,16)(10031,25,2)(10058,22,20)(10116,14,3)(10058,11,24)(10058,18,16)(10031,25,2)(10058,22,20)(10116,14,3)(10058,14,24)",3,0,0,0,0,0
73,1073,3,21,乌江-3,8,2,0,乌江 玉玺之争第1关,1,77035,52073,52673,0,8,"(10127,23,2)(10109,32,17)(10011,28,1)(10109,18,13)(10022,14,3)(10127,23,2)(10109,32,17)(10011,28,6)(10109,18,30)(10022,14,6)(10127,23,6)(10109,32,30)(10011,28,1)(10109,18,13)(10022,14,3)(10127,23,2)(10109,32,17)(10011,28,1)(10109,18,13)(10022,18,3)",3,0,0,0,0,0
74,1074,4,21,乌江-4,8,1,0,乌江 玉玺之争第1关,1,175227,52074,52674,0,8,"(10078,18,2)(10058,25,17)(10078,22,4)(10116,14,3)(10058,11,17)(10078,18,2)(10058,25,17)(10078,22,4)(10116,14,3)(10058,11,17)(10078,18,2)(10058,25,17)(10078,22,4)(10116,14,3)(10058,11,39)(10078,18,8)(10058,25,39)(10078,22,8)(10116,14,6)(10058,14,31)",3,0,0,0,0,0
75,1075,5,22,乌江-5,8,1,0,乌江 玉玺之争第1关,1,97420,52075,52675,0,8,"(10031,17,2)(10003,24,25)(10067,20,2)(10067,14,4)(10022,10,4)(10031,17,2)(10003,24,25)[(5561,22,3),(10067,20,9)][(5566,42,1),(10067,14,9)](10022,10,9)(10031,17,4)(10003,24,44)(10067,20,2)(10067,14,4)(10022,10,5)(10031,17,2)(10003,24,25)(10067,20,2)(10067,14,4)(10022,14,4)",3,0,0,0,0,0
76,1076,6,22,乌江-6,8,2,0,乌江 玉玺之争第1关,1,52867,52076,52676,0,8,"(10109,24,15)(10031,34,2)(10058,29,19)(10058,19,15)(10031,14,2)(10109,24,15)(10031,34,2)(10058,29,19)(10058,19,15)(10031,14,2)(10109,24,15)(10031,34,2)(10058,29,19)(10058,19,15)(10031,14,2)(10109,24,15)(10031,34,2)(10058,29,19)(10058,19,15)(10031,19,2)",3,0,0,0,0,0
77,1077,7,22,乌江-7,8,1,0,乌江 玉玺之争第1关,1,32626,52077,52677,0,8,"(10022,25,6)(10067,35,6)(10078,30,6)(10022,20,6)(10116,15,2)(10022,25,2)(10067,35,2)(10078,30,3)(10022,20,2)(10116,15,2)(10022,25,2)(10067,35,3)(10078,30,2)(10022,20,2)(10116,15,2)(10022,25,3)(10067,35,2)(10078,30,2)(10022,20,2)(10116,20,3)",3,0,0,0,0,0
78,1078,8,22,乌江-8,8,1,0,乌江 玉玺之争第1关,1,106480,52078,52678,0,8,"(10031,19,1)(10078,27,4)(10116,23,2)(10078,15,3)(10078,11,3)(10031,19,1)(10078,27,4)[(5553,32,2),(10116,23,8)][(5574,43,1),(10078,15,8)][(5582,32,2),(10078,11,8)](10031,19,4)(10078,27,8)(10116,23,2)(10078,15,3)(10078,11,4)(10031,19,1)(10078,27,4)(10116,23,2)(10078,15,3)(10078,15,3)",3,0,0,0,0,0
79,1079,9,23,乌江-9,8,2,0,乌江 玉玺之争第1关,1,187307,52079,52679,0,8,"(10031,20,1)(10067,28,4)(10109,24,26)(10031,16,2)(10067,12,4)(10031,20,1)(10067,28,4)(10109,24,26)(10031,16,2)(10067,12,4)(10031,20,1)(10067,28,4)(10109,24,26)(10031,16,2)(10067,12,9)(10031,20,5)(10067,28,9)(10109,24,46)(10031,16,4)(10067,16,7)",3,0,0,0,0,0
80,1080,10,23,乌江-10,8,3,0,乌江 玉玺之争第1关,1,0,52080,52680,0,8,,3,80,0,0,0,0
81,1081,1,23,寿春-1,9,1,0,寿春 玉玺之争第2关,1,81565,52081,52681,0,9,"(10109,25,10)(10003,35,17)(10127,30,1)(10127,20,3)(10003,15,13)(10109,25,10)(10003,35,17)(10127,30,6)(10127,20,6)(10003,15,30)(10109,25,30)(10003,35,30)(10127,30,1)(10127,20,3)(10003,15,17)(10109,25,10)(10003,35,17)(10127,30,1)(10127,20,3)(10003,20,13)",3,0,0,0,0,0
82,1082,2,23,寿春-2,9,1,0,寿春 玉玺之争第2关,1,29002,52082,52682,0,9,"(10031,21,4)(10067,29,8)(10022,25,8)(10022,17,8)(10031,13,2)(10031,21,1)(10067,29,3)(10022,25,4)(10022,17,3)(10031,13,1)(10031,21,2)(10067,29,4)(10022,25,3)(10022,17,3)(10031,13,2)(10031,21,2)(10067,29,3)(10022,25,3)(10022,17,3)(10031,17,2)",3,0,0,0,0,0
83,1083,3,24,寿春-3,9,2,0,寿春 玉玺之争第2关,1,55887,52083,52683,0,9,"(10003,26,14)(10003,36,22)(10022,31,4)(10127,21,3)(10022,16,4)(10003,26,14)(10003,36,22)(10022,31,4)(10127,21,3)(10022,16,4)(10003,26,14)(10003,36,22)(10022,31,4)(10127,21,3)(10022,16,4)(10003,26,14)(10003,36,22)(10022,31,4)(10127,21,3)(10022,21,4)",3,0,0,0,0,0
84,1084,4,24,寿春-4,9,1,0,寿春 玉玺之争第2关,1,187307,52084,52684,0,9,"(10109,20,9)(10058,28,19)(10031,24,2)(10031,16,1)(10067,12,4)(10109,20,9)(10058,28,19)(10031,24,2)(10031,16,1)(10067,12,4)(10109,20,9)(10058,28,19)(10031,24,2)(10031,16,1)(10067,12,8)(10109,20,42)(10058,28,42)(10031,24,4)(10031,16,3)(10067,16,7)",3,0,0,0,0,0
85,1085,5,24,寿春-5,9,1,0,寿春 玉玺之争第2关,1,42592,52085,52685,0,9,"(10022,19,10)[(5586,36,2),(10022,27,10)][(5589,36,2),(10078,23,10)](10067,15,10)(10116,11,4)(10022,19,3)(10022,27,4)(10078,23,5)(10067,15,4)(10116,11,3)(10022,19,4)(10022,27,5)(10078,23,4)(10067,15,3)(10116,11,4)(10022,19,5)(10022,27,4)(10078,23,3)(10067,15,4)(10116,15,5)",3,0,0,0,0,0
86,1086,6,24,寿春-6,9,2,0,寿春 玉玺之争第2关,1,57397,52086,52686,0,9,"(10109,27,16)(10116,38,5)(10031,32,2)(10109,22,16)(10109,16,24)(10109,27,16)(10116,38,5)(10031,32,2)(10109,22,16)(10109,16,24)(10109,27,16)(10116,38,5)(10031,32,2)(10109,22,16)(10109,16,24)(10109,27,16)(10116,38,5)(10031,32,2)(10109,22,16)(10109,22,24)",3,0,0,0,0,0
87,1087,7,25,寿春-7,9,1,0,寿春 玉玺之争第2关,1,90625,52087,52687,0,9,"(10109,29,10)(10011,41,3)(10058,35,7)(10031,23,1)(10058,17,13)(10109,29,10)(10011,41,3)(10058,35,30)(10031,23,3)(10058,17,30)(10109,29,30)(10011,41,6)(10058,35,7)(10031,23,1)(10058,17,17)(10109,29,10)(10011,41,3)(10058,35,7)(10031,23,1)(10058,23,13)",3,0,0,0,0,0
88,1088,8,25,寿春-8,9,1,0,寿春 玉玺之争第2关,1,117805,52088,52688,0,9,"(10058,22,14)(10116,31,5)(10058,26,9)(10078,18,4)(10058,13,18)(10058,22,14)(10116,31,5)[(5596,41,5),(10058,26,41)](10078,18,8)(10058,13,41)(10058,22,41)(10116,31,8)(10058,26,9)(10078,18,4)(10058,13,23)(10058,22,14)(10116,31,5)(10058,26,9)(10078,18,4)(10058,18,18)",3,0,0,0,0,0
89,1089,9,25,寿春-9,9,2,0,寿春 玉玺之争第2关,1,205427,52089,52689,0,9,"(10116,23,2)(10078,32,4)(10116,28,6)(10031,18,2)(10078,14,4)(10116,23,2)(10078,32,4)(10116,28,6)(10031,18,2)(10078,14,4)(10116,23,2)(10078,32,4)(10116,28,6)(10031,18,2)(10078,14,10)(10116,23,10)(10078,32,10)(10116,28,10)(10031,18,4)(10078,18,8)",3,0,0,0,0,0
90,1090,10,25,寿春-10,9,3,0,寿春 玉玺之争第2关,1,0,52090,52690,0,9,,3,90,0,0,0,0
91,1091,1,26,石亭-1,10,1,0,石亭 玉玺之争第3关,1,60417,52091,52691,10086,10,"(10012,29,3)(10023,41,4)(10086,35,2)(10023,23,3)(10078,17,4)(10012,29,3)(10023,41,4)(10086,35,2)(10023,23,3)(10078,17,4)(10012,29,3)(10023,41,4)(10086,35,2)(10023,23,3)(10078,17,4)(10012,29,3)(10023,41,4)(10086,35,2)(10023,23,3)(10078,23,4)",3,0,0,0,0,0
92,1092,2,26,石亭-2,10,1,0,石亭 玉玺之争第3关,1,51357,52092,52692,0,10,"(10031,23,2)(10110,32,28)(10117,28,5)(10117,18,4)(10128,14,6)(10031,23,2)(10110,32,28)(10117,28,5)(10117,18,4)(10128,14,6)(10031,23,2)(10110,32,28)(10117,28,5)(10117,18,4)(10128,14,6)(10031,23,2)(10110,32,28)(10117,28,5)(10117,18,4)(10128,18,6)",3,0,0,0,0,0
93,1093,3,26,石亭-3,10,2,0,石亭 玉玺之争第3关,1,60417,52093,52693,0,10,"(10012,29,3)(10086,41,2)(10023,35,4)(10023,23,3)(10086,17,2)(10012,29,3)(10086,41,2)(10023,35,4)(10023,23,3)(10086,17,2)(10012,29,3)(10086,41,2)(10023,35,4)(10023,23,3)(10086,17,2)(10012,29,3)(10086,41,2)(10023,35,4)(10023,23,3)(10086,23,2)",3,0,0,0,0,0
94,1094,4,26,石亭-4,10,1,0,石亭 玉玺之争第3关,1,30814,52094,52694,0,10,"(10032,23,5)(10110,32,46)(10078,28,9)(10110,18,46)(10110,14,20)(10032,23,2)(10110,32,20)(10078,28,5)(10110,18,20)(10110,14,15)(10032,23,2)(10110,32,25)(10078,28,4)(10110,18,15)(10110,14,20)(10032,23,3)(10110,32,20)(10078,28,3)(10110,18,20)(10110,18,25)",3,0,0,0,0,0
95,1095,5,27,石亭-5,10,1,0,石亭 玉玺之争第3关,1,78537,52095,52695,0,10,"(10086,22,5)[(5561,33,3),(10128,31,10)][(5570,49,2),(10059,26,51)](10086,18,5)(10128,13,5)(10086,22,2)(10128,31,5)(10059,26,28)(10086,18,2)(10128,13,3)(10086,22,2)(10128,31,6)(10059,26,23)(10086,18,2)(10128,13,5)(10086,22,3)(10128,31,5)(10059,26,17)(10086,18,2)(10128,18,6)",3,0,0,0,0,0
96,1096,6,27,石亭-6,10,2,0,石亭 玉玺之争第3关,1,92890,52096,52696,0,10,"(10004,30,13)(10067,42,4)(10023,36,2)(10004,24,17)(10032,18,2)(10004,30,13)(10067,42,4)(10023,36,8)(10004,24,39)(10032,18,4)(10004,30,39)(10067,42,8)(10023,36,2)(10004,24,17)(10032,18,2)(10004,30,13)(10067,42,4)(10023,36,2)(10004,24,17)(10032,24,2)",3,0,0,0,0,0
97,1097,7,27,石亭-7,10,1,0,石亭 玉玺之争第3关,1,97420,52097,52697,0,10,"(10128,32,2)(10059,45,18)(10117,38,1)(10117,26,3)(10059,19,14)(10128,32,2)(10059,45,18)(10117,38,6)(10117,26,6)(10059,19,32)(10128,32,6)(10059,45,32)(10117,38,1)(10117,26,3)(10059,19,18)(10128,32,2)(10059,45,18)(10117,38,1)(10117,26,3)(10059,26,14)",3,0,0,0,0,0
98,1098,8,27,石亭-8,10,1,0,石亭 玉玺之争第3关,1,338307,52098,52698,0,10,"(10086,24,1)(10067,34,4)(10023,29,5)(10023,19,3)(10086,14,2)(10086,24,1)(10067,34,4)(10023,29,5)(10023,19,3)(10086,14,2)(10086,24,1)(10067,34,4)(10023,29,5)(10023,19,3)[(5554,41,2),(10086,14,4)][(5591,54,1),(10086,24,4)][(5558,41,2),(10067,34,9)](10023,29,9)(10023,19,7)(10086,19,3)",3,0,0,0,0,0
99,1099,9,28,石亭-9,10,2,0,石亭 玉玺之争第3关,1,217507,52099,52699,0,10,"(10110,25,12)(10004,35,24)(10086,30,3)(10086,20,2)(10012,15,5)(10110,25,12)(10004,35,24)(10086,30,3)(10086,20,2)(10012,15,5)(10110,25,12)(10004,35,24)(10086,30,3)(10086,20,2)(10012,15,11)(10110,25,53)(10004,35,53)(10086,30,5)(10086,20,4)(10012,20,8)",3,0,0,0,0,0
100,1100,10,28,石亭-10,10,3,0,石亭 玉玺之争第3关,1,0,52100,52700,0,10,,3,100,0,0,0,0
101,1101,1,28,庐江-1,11,1,0,庐江 玉玺之争第4关,1,70987,52101,52701,0,11,"(10059,36,16)(10023,50,5)(10032,43,2)(10086,29,2)(10059,22,24)(10023,36,3)(10032,50,2)(10086,43,2)(10059,29,16)(10023,22,5)(10032,36,2)(10086,50,2)(10059,43,20)(10023,29,3)(10032,22,2)(10086,36,2)(10059,50,24)(10023,43,4)(10032,29,2)(10086,29,2)",3,0,0,0,0,0
102,1102,2,28,庐江-2,11,1,0,庐江 玉玺之争第4关,1,122335,52102,52702,0,11,"(10012,43,2)(10067,60,3)(10032,52,1)(10004,34,13)(10012,26,3)(10067,43,2)(10032,60,2)(10004,52,30)(10012,34,6)(10067,26,6)(10032,43,3)(10004,60,30)(10012,52,1)(10067,34,3)(10032,26,2)(10004,43,10)(10012,60,3)(10067,52,1)(10032,34,1)(10004,34,13)",3,0,0,0,0,0
103,1103,3,29,庐江-3,11,2,0,庐江 玉玺之争第4关,1,289987,52103,52703,0,11,"(10128,37,2)(10059,52,18)(10086,44,2)(10023,30,3)(10128,22,4)(10059,37,9)(10086,52,2)(10023,44,5)(10128,30,3)(10059,22,18)(10086,37,1)(10023,52,4)(10128,44,5)(10059,30,14)(10086,22,4)(10023,37,8)(10128,52,8)(10059,44,41)(10086,30,3)(10023,30,6)",3,0,0,0,0,0
104,1104,4,29,庐江-4,11,1,0,庐江 玉玺之争第4关,1,86087,52104,52704,0,11,"(10023,46,3)(10012,64,4)(10078,55,4)(10086,37,2)(10012,28,4)(10023,46,3)(10012,64,4)(10078,55,4)(10086,37,2)(10012,28,4)(10023,46,3)(10012,64,4)(10078,55,4)(10086,37,2)(10012,28,4)(10023,46,3)(10012,64,4)(10078,55,4)(10086,37,2)(10012,37,4)",3,0,0,0,0,0
105,1105,5,29,庐江-5,11,1,0,庐江 玉玺之争第4关,1,113275,52105,52705,0,11,"(10117,39,3)(10059,55,26)(10110,47,10)(10128,31,4)(10117,23,4)(10059,39,16)(10110,55,26)[(5614,42,2),(10128,47,9)][(5615,52,1),(10117,31,9)](10059,23,47)(10110,39,47)(10128,55,9)(10117,47,2)(10059,31,21)(10110,23,26)(10128,39,3)(10117,55,5)(10059,47,10)(10110,31,21)(10128,31,4)",3,0,0,0,0,0
106,1106,6,29,庐江-6,11,2,0,庐江 玉玺之争第4关,1,350387,52106,52706,0,11,"(10032,47,1)(10117,66,4)(10004,56,22)(10128,38,3)(10032,28,2)(10117,47,2)(10004,66,18)(10128,56,4)(10032,38,1)(10117,28,4)(10004,47,9)(10128,66,4)(10032,56,2)(10117,38,3)(10004,28,40)(10128,47,8)(10032,66,4)(10117,56,8)(10004,38,31)(10128,38,6)",3,0,0,0,0,0
107,1107,7,30,庐江-7,11,1,0,庐江 玉玺之争第4关,1,133660,52107,52707,0,11,"(10110,48,11)(10086,67,2)(10110,58,7)(10012,38,3)(10023,29,3)(10110,48,11)(10086,67,2)(10110,58,33)(10012,38,7)(10023,29,7)(10110,48,33)(10086,67,3)(10110,58,7)(10012,38,3)(10023,29,4)(10110,48,11)(10086,67,2)(10110,58,7)(10012,38,3)(10023,38,3)",3,0,0,0,0,0
108,1108,8,30,庐江-8,11,1,0,庐江 玉玺之争第4关,1,49840,52108,52708,0,11,"(10078,44,9)[(5621,37,4),(10110,62,45)][(5602,69,1),(10032,53,5)](10078,35,9)(10117,26,4)(10078,44,3)(10110,62,20)(10032,53,3)(10078,35,4)(10117,26,3)(10078,44,4)(10110,62,25)(10032,53,2)(10078,35,3)(10117,26,4)(10078,44,5)(10110,62,20)(10032,53,2)(10078,35,4)(10117,35,5)",3,0,0,0,0,0
109,1109,9,30,庐江-9,11,2,0,庐江 玉玺之争第4关,1,47122,52109,52709,0,11,"(10128,41,11)(10086,57,6)(10059,49,55)(10067,33,11)(10059,25,25)(10128,41,4)(10086,57,3)(10059,49,31)(10067,33,5)(10059,25,18)(10128,41,5)(10086,57,3)(10059,49,25)(10067,33,4)(10059,25,25)(10128,41,6)(10086,57,3)(10059,49,18)(10067,33,5)(10059,33,31)",3,0,0,0,0,0
110,1110,10,30,庐江-10,11,3,0,庐江 玉玺之争第4关,1,0,52110,52710,0,11,,3,100,0,0,0,0
111,1111,1,31,建邺-1,12,1,0,建邺 南下江南第1关,1,49840,52111,52711,10136,12,"(10128,44,8)(10110,62,39)(10136,53,4)(10110,35,39)(10024,26,3)(10128,44,3)(10110,62,17)(10136,53,2)(10110,35,17)(10024,26,3)(10128,44,3)(10110,62,22)(10136,53,2)(10110,35,13)(10024,26,3)(10128,44,4)(10110,62,17)(10136,53,1)(10110,35,17)(10024,35,4)",4,0,0,0,0,0
112,1112,2,31,建邺-2,12,1,0,建邺 南下江南第1关,1,95147,52112,52712,0,12,"(10068,52,3)(10024,73,4)(10005,62,18)(10136,42,1)(10024,31,4)(10068,52,3)(10024,73,4)(10005,62,18)(10136,42,1)(10024,31,4)(10068,52,3)(10024,73,4)(10005,62,18)(10136,42,1)(10024,31,4)(10068,52,3)(10024,73,4)(10005,62,18)(10136,42,1)(10024,42,4)",4,0,0,0,0,0
113,1113,3,31,建邺-3,12,2,0,建邺 南下江南第1关,1,124600,52113,52713,0,12,"(10128,44,3)(10128,62,5)(10012,53,2)(10059,35,20)(10086,26,2)(10128,44,3)(10128,62,5)(10012,53,9)(10059,35,44)(10086,26,4)(10128,44,9)(10128,62,9)(10012,53,2)(10059,35,20)(10086,26,3)(10128,44,3)(10128,62,5)(10012,53,2)(10059,35,20)(10086,35,2)",4,0,0,0,0,0
114,1114,4,31,建邺-4,12,1,0,建邺 南下江南第1关,1,392667,52114,52714,0,12,"(10068,54,2)(10110,76,16)(10110,65,20)(10136,43,1)(10024,32,3)(10068,54,2)(10110,76,16)(10110,65,20)(10136,43,1)(10024,32,3)(10068,54,2)(10110,76,16)(10110,65,20)(10136,43,1)(10024,32,7)(10068,54,7)(10110,76,36)(10110,65,36)(10136,43,3)(10024,43,6)",4,0,0,0,0,0
115,1115,5,32,建邺-5,12,1,0,建邺 南下江南第1关,1,149515,52115,52715,0,12,"(10032,46,2)(10086,64,3)(10079,55,2)(10079,37,4)(10005,28,22)(10032,46,2)(10086,64,3)[(5612,55,3),(10079,55,10)](10079,37,10)(10005,28,50)(10032,46,5)(10086,64,5)(10079,55,2)(10079,37,4)(10005,28,28)(10032,46,2)(10086,64,3)(10079,55,2)(10079,37,4)(10005,37,22)",4,0,0,0,0,0
116,1116,6,32,建邺-6,12,2,0,建邺 南下江南第1关,1,99677,52116,52716,0,12,"(10086,55,2)(10024,77,6)(10059,66,24)(10118,44,4)(10118,33,6)(10086,55,2)(10024,77,6)(10059,66,24)(10118,44,4)(10118,33,6)(10086,55,2)(10024,77,6)(10059,66,24)(10118,44,4)(10118,33,6)(10086,55,2)(10024,77,6)(10059,66,24)(10118,44,4)(10118,44,6)",4,0,0,0,0,0
117,1117,7,32,建邺-7,12,1,0,建邺 南下江南第1关,1,61618,52117,52717,0,12,"(10136,57,4)(10032,80,4)(10059,68,36)(10059,46,36)(10128,34,3)(10136,57,1)(10032,80,2)(10059,68,20)(10059,46,16)(10128,34,2)(10136,57,2)(10032,80,2)(10059,68,16)(10059,46,12)(10128,34,3)(10136,57,2)(10032,80,2)(10059,68,12)(10059,46,16)(10128,46,4)",4,0,0,0,0,0
118,1118,8,32,建邺-8,12,1,0,建邺 南下江南第1关,1,163105,52118,52718,0,12,"(10110,51,16)(10033,71,3)(10087,61,1)(10087,41,2)(10024,31,4)(10110,51,16)(10033,71,3)(10087,61,5)[(5623,70,2),(10087,41,5)][(5625,52,3),(10024,31,10)](10110,51,48)(10033,71,5)(10087,61,1)(10087,41,2)(10024,31,5)(10110,51,16)(10033,71,3)(10087,61,1)(10087,41,2)(10024,41,4)",4,0,0,0,0,0
119,1119,9,33,建邺-9,12,2,0,建邺 南下江南第1关,1,356427,52119,52719,0,12,"(10079,48,3)(10079,67,5)(10012,58,7)(10136,38,2)(10118,29,5)(10079,48,3)(10079,67,5)(10012,58,7)(10136,38,2)(10118,29,5)(10079,48,3)(10079,67,5)(10012,58,7)(10136,38,2)(10118,29,12)(10079,48,12)(10079,67,12)(10012,58,12)(10136,38,5)(10118,38,9)",4,0,0,0,0,0
120,1120,10,33,建邺-10,12,3,0,建邺 南下江南第1关,1,0,52120,52720,0,12,,4,100,0,0,0,0
121,1121,1,33,吴郡-1,13,1,0,吴郡 南下江南第2关,1,140455,52121,52721,0,1,"(10110,51,14)(10024,71,5)(10068,61,2)(10136,41,2)(10110,31,19)(10024,51,3)(10068,71,5)(10136,61,4)(10110,41,42)(10024,31,8)(10068,51,8)(10136,71,4)(10110,61,9)(10024,41,4)(10068,31,5)(10136,51,1)(10110,71,23)(10024,61,2)(10068,41,4)(10136,41,2)",4,0,0,0,0,0
122,1122,2,33,吴郡-2,13,1,0,吴郡 南下江南第2关,1,65242,52122,52722,0,1,"(10079,61,7)(10032,85,4)(10086,73,4)(10005,49,35)(10079,37,3)(10032,61,1)(10086,85,2)(10005,73,19)(10079,49,3)(10032,37,1)(10086,61,2)(10005,85,19)(10079,73,3)(10032,49,1)(10086,37,2)(10005,61,19)(10079,85,3)(10032,73,1)(10086,49,2)(10005,49,19)",4,0,0,0,0,0
123,1123,3,34,吴郡-3,13,2,0,吴郡 南下江南第2关,1,93637,52123,52723,0,1,"(10118,51,4)(10059,71,32)(10086,61,3)(10110,41,21)(10118,31,6)(10059,51,21)(10086,71,3)(10110,61,27)(10118,41,4)(10059,31,32)(10086,51,2)(10110,71,32)(10118,61,5)(10059,41,21)(10086,31,3)(10110,51,21)(10118,71,6)(10059,61,27)(10086,41,2)(10110,41,32)",4,0,0,0,0,0
124,1124,4,34,吴郡-4,13,1,0,吴郡 南下江南第2关,1,447027,52124,52724,0,1,"(10024,63,2)(10117,88,3)(10128,76,4)(10136,50,1)(10117,38,3)(10024,63,2)(10117,88,3)(10128,76,4)(10136,50,1)(10117,38,3)(10024,63,2)(10117,88,3)(10128,76,4)(10136,50,1)(10117,38,8)(10024,63,8)(10117,88,8)(10128,76,8)(10136,50,3)(10117,50,6)",4,0,0,0,0,0
125,1125,5,34,吴郡-5,13,1,0,吴郡 南下江南第2关,1,67960,52125,52725,0,1,"(10136,53,5)[(5600,70,1),(10059,74,53)][(5601,70,1),(10079,64,11)][(5628,51,3),(10032,42,5)](10136,32,2)(10059,53,18)(10079,74,5)(10032,64,3)(10136,42,2)(10059,32,18)(10079,53,5)(10032,74,3)(10136,64,2)(10059,42,18)(10079,32,5)(10032,53,3)(10136,74,2)(10059,64,18)(10079,42,5)(10032,42,3)",4,0,0,0,0,0
126,1126,6,34,吴郡-6,13,2,0,吴郡 南下江南第2关,1,113267,52126,52726,0,1,"(10136,64,2)(10068,90,6)(10005,77,25)(10110,51,20)(10136,38,3)(10068,64,4)(10005,90,30)(10110,77,25)(10136,51,2)(10068,38,6)(10005,64,20)(10110,90,30)(10136,77,3)(10068,51,4)(10005,38,30)(10110,64,20)(10136,90,3)(10068,77,5)(10005,51,20)(10110,51,30)",4,0,0,0,0,0
127,1127,7,35,吴郡-7,13,1,0,吴郡 南下江南第2关,1,174430,52127,52727,0,1,"(10079,66,3)(10136,92,2)(10079,79,2)(10012,53,3)(10128,40,3)(10079,66,3)(10136,92,2)(10079,79,8)(10012,53,8)(10128,40,8)(10079,66,8)(10136,92,4)(10079,79,2)(10012,53,3)(10128,40,4)(10079,66,3)(10136,92,2)(10079,79,2)(10012,53,3)(10128,53,3)",4,0,0,0,0,0
128,1128,8,35,吴郡-8,13,1,0,吴郡 南下江南第2关,1,183490,52128,52728,0,1,"(10128,58,3)(10059,81,29)(10086,70,1)(10128,46,5)(10012,35,5)(10128,58,3)(10059,81,29)[(5624,70,5),(10086,70,5)](10128,46,10)(10012,35,10)(10128,58,10)(10059,81,51)(10086,70,1)(10128,46,5)(10012,35,6)(10128,58,3)(10059,81,29)(10086,70,1)(10128,46,5)(10012,46,5)",4,0,0,0,0,0
129,1129,9,35,吴郡-9,13,2,0,吴郡 南下江南第2关,1,404747,52129,52729,0,1,"(10024,56,3)(10087,78,3)(10110,67,34)(10068,45,4)(10110,34,28)(10024,56,3)(10087,78,3)(10110,67,34)(10068,45,4)(10110,34,28)(10024,56,3)(10087,78,3)(10110,67,34)(10068,45,4)(10110,34,62)(10024,56,12)(10087,78,6)(10110,67,62)(10068,45,10)(10110,45,48)",4,0,0,0,0,0
